,date,name,position,cost
572,2020-03-23,SPY,-120789,221.0881805419922
573,2020-03-24,TLT,-325164,161.19789123535156
574,2020-03-24,GLD,-365072,153.39999389648438
575,2020-03-24,SPY,120789,241.11949157714844
576,2020-03-24,TLT,343788,161.19789123535156
577,2020-03-24,GLD,361264,153.39999389648438
578,2020-03-24,SPY,-114918,241.11949157714844
579,2020-03-25,TLT,-343788,160.831787109375
580,2020-03-25,GLD,-361264,151.3000030517578
581,2020-03-25,SPY,114918,244.72909545898438
582,2020-03-25,TLT,342527,160.831787109375
583,2020-03-25,GLD,364106,151.3000030517578
584,2020-03-25,SPY,-112551,244.72909545898438
585,2020-03-26,TLT,-342527,161.6233673095703
586,2020-03-26,GLD,-364106,153.24000549316406
587,2020-03-26,SPY,112551,259.0187683105469
588,2020-03-26,TLT,337634,161.6233673095703
589,2020-03-26,GLD,356105,153.24000549316406
590,2020-03-26,SPY,-105339,259.0187683105469
591,2020-03-27,TLT,-337634,165.9375762939453
592,2020-03-27,GLD,-356105,152.25
593,2020-03-27,SPY,105339,251.30372619628906
594,2020-06-10,TLT,344723,159.7914581298828
595,2020-06-10,GLD,336760,163.57000732421875
596,2020-06-10,SPY,-87065,316.3360900878906
597,2020-06-11,TLT,-344723,162.8116455078125
598,2020-06-11,GLD,-336760,162.38999938964844
599,2020-06-11,SPY,87065,298.0996398925781
600,2020-06-11,TLT,338329,162.8116455078125
601,2020-06-11,GLD,339207,162.38999938964844
602,2020-06-11,SPY,-92391,298.0996398925781
603,2020-06-12,TLT,-338329,161.241943359375
604,2020-06-12,GLD,-339207,162.6199951171875
605,2020-06-12,SPY,92391,301.6695861816406
606,2020-06-12,TLT,347158,161.241943359375
607,2020-06-12,GLD,344216,162.6199951171875
608,2020-06-12,SPY,-92777,301.6695861816406
